CSI_rMediumCoping,IndicatorTypeID,CSI_id,CSI_csHighCoping,ADM5_ID,LivelihoodZoneName,ADM4_ID,CSI_rDataSource,CSI_csLowCoping,MethodologyCs,csMethodologyID,CSI_rHighCoping,ADM0_ID,CSI_rMediumHighThreshold,CSI_csNoCoping,CSI_rLowCoping,CSI_rLowMediumThreshold,rMethodologyID,CSI_rMonth,CSI_rMean,CSI_rNoCoping,TargetGroupCs,ADM3_ID,CSI_csDataSource,ADM2_ID,TargetGroupR,CSI_csLowMediumThreshold,Lz_ID,MethodologyR,CSI_csMediumCoping,mr_id,CSI_csMean,CSI_rYear,fdc,CSI_csMediumHighThreshold,rTargetGroupID,CSI_csYear,csTargetGroupID,ADM1_ID,CSI_csMonth
17.6,1,742,,0,,0,FSMS,,,,9.4,40764,11,,21.1,5,9,8,3.71163497147148,51.9,,0,,0,16,,,"7 Days",,1944,,2009,,,16,,,2764,
17.2,1,743,,0,,0,FSMS,,,,20.4,40764,11,,21.8,5,9,8,7.51079285714286,40.6,,0,,0,15,,,"7 Days",,1944,,2009,,,15,,,2764,
10.9,1,744,,0,,0,FSMS,,,,2.2,40764,11,,22.9,5,9,8,1.84710764916654,64.0,,0,,0,17,,,"7 Days",,1944,,2009,,,17,,,2764,
13.7,1,751,,0,,0,FSMS,,,,26.6,40764,11,,14.7,5,9,11,7.15990678872741,45.0,,0,,0,16,,,"7 Days",,1944,,2009,,,16,,,2764,
10.6,1,752,,0,,0,FSMS,,,,53.0,40764,11,,9.2,5,9,11,13.0055,27.2,,0,,0,15,,,"7 Days",,1944,,2009,,,15,,,2764,
4.0,1,753,,0,,0,FSMS,,,,32.1,40764,11,,5.4,5,9,11,6.01158066121372,58.5,,0,,0,17,,,"7 Days",,1944,,2009,,,17,,,2764,
11.6,1,760,,0,,0,FSMS,,,,37.6,40764,11,,4.6,5,9,2,8.04834215639784,46.2,,0,,0,16,,,"7 Days",,1944,,2010,,,16,,,2764,
19.0,1,761,,0,,0,FSMS,,,,53.0,40764,11,,7.3,5,9,2,12.0012606150429,20.7,,0,,0,15,,,"7 Days",,1944,,2010,,,15,,,2764,
16.2,1,762,,0,,0,FSMS,,,,16.7,40764,11,,11.4,5,9,2,4.73882872984717,55.7,,0,,0,17,,,"7 Days",,1944,,2010,,,17,,,2764,
10.4,1,769,,0,,0,FSMS,,,,49.6,40764,11,,6.7,5,9,5,12.4812278359525,33.3,,0,,0,16,,,"7 Days",,1944,,2010,,,16,,,2764,
21.5,1,770,,0,,0,FSMS,,,,53.6,40764,11,,4.9,5,9,5,10.1689232127096,20.0,,0,,0,15,,,"7 Days",,1944,,2010,,,15,,,2764,
18.2,1,777,,0,,0,FSMS,,,,28.7,40764,11,,10.3,5,9,8,6.62287722850159,42.8,,0,,0,16,,,"7 Days",,1944,,2010,,,16,,,2764,
30.5,1,778,,0,,0,FSMS,,,,43.7,40764,11,,1.2,5,9,8,10.8018152397764,24.6,,0,,0,15,,,"7 Days",,1944,,2010,,,15,,,2764,
17.7,1,779,,0,,0,FSMS,,,,18.2,40764,11,,8.8,5,9,8,4.32195323683791,55.3,,0,,0,17,,,"7 Days",,1944,,2010,,,17,,,2764,
12.5,1,786,,0,,0,FSMS,,,,18.8,40764,11,,3.3,5,9,11,3.78817314160246,65.4,,0,,0,16,,,"7 Days",,1944,,2010,,,16,,,2764,
25.2,1,787,,0,,0,FSMS,,,,23.4,40764,11,,16.6,5,9,11,7.35507502206531,34.8,,0,,0,15,,,"7 Days",,1944,,2010,,,15,,,2764,
12.0,1,788,,0,,0,FSMS,,,,0.0,40764,11,,8.0,5,9,11,1.12,80.0,,0,,0,17,,,"7 Days",,1944,,2010,,,17,,,2764,
15.0,1,794,,0,,0,FSMS,,,,14.6,40764,11,,13.4,5,9,2,4.11997776556105,57.0,,0,,0,16,,,"7 Days",,1944,,2011,,,16,,,2764,
24.0,1,795,,0,,0,FSMS,,,,44.0,40764,11,,24.0,5,9,2,15.2,8.0,,0,,0,15,,,"7 Days",,1944,,2011,,,15,,,2764,
9.8,1,796,,0,,0,FSMS,,,,16.4,40764,11,,35.6,5,9,2,6.87636363636364,38.2,,0,,0,17,,,"7 Days",,1944,,2011,,,17,,,2764,
2.2,1,727,,0,,0,FSMS,,,,0.0,40764,11,,16.5,5,9,2,0.51027820129161,81.3,,0,,0,16,,,"7 Days",,1944,,2009,,,16,,,2769,
1.2,1,728,,0,,0,FSMS,,,,3.0,40764,11,,12.6,5,9,2,0.808685347337481,83.2,,0,,0,15,,,"7 Days",,1944,,2009,,,15,,,2769,
0.0,1,729,,0,,0,FSMS,,,,0.0,40764,11,,8.8,5,9,2,0.101715394732777,91.2,,0,,0,17,,,"7 Days",,1944,,2009,,,17,,,2769,
2.5,1,736,,0,,0,FSMS,,,,3.3,40764,11,,11.4,5,9,5,1.12980752404946,82.8,,0,,0,16,,,"7 Days",,1944,,2009,,,16,,,2769,
1.3,1,737,,0,,0,FSMS,,,,0.7,40764,11,,10.4,5,9,5,0.457600527472709,87.6,,0,,0,15,,,"7 Days",,1944,,2009,,,15,,,2769,
0.0,1,738,,0,,0,FSMS,,,,0.0,40764,11,,2.9,5,9,5,0.0863553361370148,97.1,,0,,0,17,,,"7 Days",,1944,,2009,,,17,,,2769,
0.7,1,745,,0,,0,FSMS,,,,0.3,40764,11,,11.5,5,9,8,0.37688648388971,87.5,,0,,0,16,,,"7 Days",,1944,,2009,,,16,,,2769,
1.2,1,746,,0,,0,FSMS,,,,0.2,40764,11,,3.3,5,9,8,0.199174140200757,95.3,,0,,0,15,,,"7 Days",,1944,,2009,,,15,,,2769,
0.3,1,747,,0,,0,FSMS,,,,0.0,40764,11,,8.0,5,9,8,0.228944383405311,91.7,,0,,0,17,,,"7 Days",,1944,,2009,,,17,,,2769,
7.2,1,754,,0,,0,FSMS,,,,1.3,40764,11,,24.2,5,9,11,1.56942197838636,67.3,,0,,0,16,,,"7 Days",,1944,,2009,,,16,,,2769,
2.2,1,755,,0,,0,FSMS,,,,0.5,40764,11,,8.3,5,9,11,0.463318618511131,89.0,,0,,0,15,,,"7 Days",,1944,,2009,,,15,,,2769,
3.4,1,756,,0,,0,FSMS,,,,1.5,40764,11,,3.3,5,9,11,0.649504723593586,91.8,,0,,0,17,,,"7 Days",,1944,,2009,,,17,,,2769,
9.0,1,763,,0,,0,FSMS,,,,14.2,40764,11,,29.5,5,9,2,3.67421417004177,47.3,,0,,0,16,,,"7 Days",,1944,,2010,,,16,,,2769,
4.4,1,764,,0,,0,FSMS,,,,4.7,40764,11,,11.2,5,9,2,1.33292113289246,79.7,,0,,0,15,,,"7 Days",,1944,,2010,,,15,,,2769,
6.4,1,765,,0,,0,FSMS,,,,6.5,40764,11,,17.7,5,9,2,2.29858509156696,69.4,,0,,0,17,,,"7 Days",,1944,,2010,,,17,,,2769,
5.4,1,771,,0,,0,FSMS,,,,16.4,40764,11,,21.7,5,9,5,5.69133256113255,56.5,,0,,0,16,,,"7 Days",,1944,,2010,,,16,,,2769,
7.5,1,772,,0,,0,FSMS,,,,2.6,40764,11,,11.3,5,9,5,1.2153051670404,78.6,,0,,0,15,,,"7 Days",,1944,,2010,,,15,,,2769,
6.9,1,773,,0,,0,FSMS,,,,0.2,40764,11,,7.3,5,9,5,0.697360244923602,85.6,,0,,0,17,,,"7 Days",,1944,,2010,,,17,,,2769,
17.3,1,780,,0,,0,FSMS,,,,7.7,40764,11,,30.0,5,9,8,4.0336373477619,45.0,,0,,0,16,,,"7 Days",,1944,,2010,,,16,,,2769,
9.6,1,781,,0,,0,FSMS,,,,3.2,40764,11,,14.9,5,9,8,1.61832140613177,72.3,,0,,0,15,,,"7 Days",,1944,,2010,,,15,,,2769,
7.9,1,782,,0,,0,FSMS,,,,9.1,40764,11,,17.2,5,9,8,2.50086429293229,65.8,,0,,0,17,,,"7 Days",,1944,,2010,,,17,,,2769,
8.7,1,789,,0,,0,FSMS,,,,6.4,40764,11,,27.4,5,9,11,3.32110960349616,57.5,,0,,0,16,,,"7 Days",,1944,,2010,,,16,,,2769,
6.0,1,790,,0,,0,FSMS,,,,4.0,40764,11,,8.7,5,9,11,1.27259656957156,81.3,,0,,0,15,,,"7 Days",,1944,,2010,,,15,,,2769,
4.4,1,791,,0,,0,FSMS,,,,2.1,40764,11,,11.0,5,9,11,0.994918266593526,82.5,,0,,0,17,,,"7 Days",,1944,,2010,,,17,,,2769,
7.5,1,797,,0,,0,FSMS,,,,6.0,40764,11,,20.5,5,9,2,2.61053207722008,66.0,,0,,0,16,,,"7 Days",,1944,,2011,,,16,,,2769,
2.4,1,798,,0,,0,FSMS,,,,0.0,40764,11,,13.8,5,9,2,0.499763287810594,83.8,,0,,0,15,,,"7 Days",,1944,,2011,,,15,,,2769,
2.3,1,799,,0,,0,FSMS,,,,0.0,40764,11,,13.0,5,9,2,0.626053238549995,84.7,,0,,0,17,,,"7 Days",,1944,,2011,,,17,,,2769,
0.0,1,547,,0,,0,FSMS,,,,0.0,239,50,,0.0,25,9,11,0.0,100.0,,0,,0,5,,,"7 Days",,1943,,2008,,,5,,,2847,
11.5,1,548,,0,,0,FSMS,,,,27.9,239,50,,4.9,25,9,1,28.87,55.7,,0,,0,5,,,"7 Days",,1943,,2009,,,5,,,2847,
0.0,1,549,,0,,0,FSMS,,,,47.1,239,50,,2.9,25,9,5,45.86,50.0,,0,,0,5,,,"7 Days",,1943,,2009,,,5,,,2847,
0.0,1,550,,0,,0,FSMS,,,,50.0,239,50,,0.0,25,9,7,39.01,50.0,,0,,0,5,,,"7 Days",,1943,,2009,,,5,,,2847,
4.3,1,551,,0,,0,FSMS,,,,48.6,239,50,,45.7,25,9,10,42.63,1.4,,0,,0,5,,,"7 Days",,1943,,2009,,,5,,,2847,
2.9,1,552,,0,,0,FSMS,,,,47.1,239,50,,50.0,25,9,2,42.41,0.0,,0,,0,5,,,"7 Days",,1943,,2010,,,5,,,2847,
30.0,1,553,,0,,0,FSMS,,,,27.1,239,50,,38.6,25,9,8,33.8,4.3,,0,,0,5,,,"7 Days",,1943,,2010,,,5,,,2847,
10.0,1,554,,0,,0,FSMS,,,,0.0,239,50,,80.0,25,9,12,12.87,10.0,,0,,0,5,,,"7 Days",,1943,,2010,,,5,,,2847,
7.2,1,555,,0,,0,FSMS,,,,1.4,239,50,,71.4,25,9,3,9.76,20.0,,0,,0,5,,,"7 Days",,1943,,2011,,,5,,,2847,
1.4,1,556,,0,,0,FSMS,,,,0.0,239,50,,94.3,25,9,7,7.8,4.3,,0,,0,5,,,"7 Days",,1943,,2011,,,5,,,2847,
0.0,1,557,,0,,0,FSMS,,,,0.0,239,50,,0.0,25,9,11,0.0,100.0,,0,,0,5,,,"7 Days",,1943,,2008,,,5,,,2848,
19.3,1,558,,0,,0,FSMS,,,,29.2,239,50,,42.5,25,9,1,38.48,9.0,,0,,0,5,,,"7 Days",,1943,,2009,,,5,,,2848,
28.2,1,559,,0,,0,FSMS,,,,22.4,239,50,,44.9,25,9,5,33.09,4.5,,0,,0,5,,,"7 Days",,1943,,2009,,,5,,,2848,
26.9,1,560,,0,,0,FSMS,,,,7.0,239,50,,62.0,25,9,7,20.88,4.1,,0,,0,5,,,"7 Days",,1943,,2009,,,5,,,2848,
17.1,1,561,,0,,0,FSMS,,,,15.2,239,50,,62.4,25,9,10,24.37,5.3,,0,,0,5,,,"7 Days",,1943,,2009,,,5,,,2848,
44.5,1,562,,0,,0,FSMS,,,,20.4,239,50,,33.1,25,9,2,36.84,2.0,,0,,0,5,,,"7 Days",,1943,,2010,,,5,,,2848,
39.2,1,563,,0,,0,FSMS,,,,28.2,239,50,,31.8,25,9,8,41.11,0.8,,0,,0,5,,,"7 Days",,1943,,2010,,,5,,,2848,
22.0,1,564,,0,,0,FSMS,,,,2.9,239,50,,73.1,25,9,12,19.74,2.0,,0,,0,5,,,"7 Days",,1943,,2010,,,5,,,2848,
10.6,1,565,,0,,0,FSMS,,,,4.1,239,50,,81.6,25,9,3,14.68,3.7,,0,,0,5,,,"7 Days",,1943,,2011,,,5,,,2848,
15.9,1,566,,0,,0,FSMS,,,,3.7,239,50,,79.2,25,9,7,16.0,1.2,,0,,0,5,,,"7 Days",,1943,,2011,,,5,,,2848,
0.0,1,567,,0,,0,FSMS,,,,0.0,239,50,,0.0,25,9,11,0.0,100.0,,0,,0,5,,,"7 Days",,1943,,2008,,,5,,,2849,
22.3,1,568,,0,,0,FSMS,,,,8.7,239,50,,60.7,25,9,1,23.7,8.3,,0,,0,5,,,"7 Days",,1943,,2009,,,5,,,2849,
24.8,1,569,,0,,0,FSMS,,,,13.3,239,50,,56.7,25,9,5,25.21,5.2,,0,,0,5,,,"7 Days",,1943,,2009,,,5,,,2849,
21.9,1,570,,0,,0,FSMS,,,,6.7,239,50,,62.4,25,9,7,20.26,9.0,,0,,0,5,,,"7 Days",,1943,,2009,,,5,,,2849,
25.2,1,571,,0,,0,FSMS,,,,15.3,239,50,,52.4,25,9,10,29.27,7.1,,0,,0,5,,,"7 Days",,1943,,2009,,,5,,,2849,
25.2,1,572,,0,,0,FSMS,,,,9.6,239,50,,55.2,25,9,2,24.12,10.0,,0,,0,5,,,"7 Days",,1943,,2010,,,5,,,2849,
28.6,1,573,,0,,0,FSMS,,,,7.6,239,50,,57.6,25,9,8,22.16,6.2,,0,,0,5,,,"7 Days",,1943,,2010,,,5,,,2849,
23.8,1,574,,0,,0,FSMS,,,,8.6,239,50,,49.5,25,9,12,22.9,18.1,,0,,0,5,,,"7 Days",,1943,,2010,,,5,,,2849,
24.8,1,575,,0,,0,FSMS,,,,14.8,239,50,,43.3,25,9,3,25.55,17.1,,0,,0,5,,,"7 Days",,1943,,2011,,,5,,,2849,
25.2,1,576,,0,,0,FSMS,,,,4.8,239,50,,57.1,25,9,7,17.22,12.9,,0,,0,5,,,"7 Days",,1943,,2011,,,5,,,2849,
0.0,1,577,,0,,0,FSMS,,,,0.0,239,50,,0.0,25,9,11,0.0,100.0,,0,,0,5,,,"7 Days",,1943,,2008,,,5,,,2850,
23.6,1,578,,0,,0,FSMS,,,,19.3,239,50,,51.4,25,9,1,31.2,5.7,,0,,0,5,,,"7 Days",,1943,,2009,,,5,,,2850,
22.1,1,579,,0,,0,FSMS,,,,23.6,239,50,,49.3,25,9,5,32.1,5.0,,0,,0,5,,,"7 Days",,1943,,2009,,,5,,,2850,
27.9,1,580,,0,,0,FSMS,,,,21.4,239,50,,45.0,25,9,7,31.69,5.7,,0,,0,5,,,"7 Days",,1943,,2009,,,5,,,2850,
43.6,1,581,,0,,0,FSMS,,,,20.7,239,50,,32.1,25,9,10,38.56,3.6,,0,,0,5,,,"7 Days",,1943,,2009,,,5,,,2850,
42.9,1,582,,0,,0,FSMS,,,,30.6,239,50,,23.6,25,9,2,41.64,2.9,,0,,0,5,,,"7 Days",,1943,,2010,,,5,,,2850,
28.6,1,583,,0,,0,FSMS,,,,47.1,239,50,,18.6,25,9,8,48.66,5.7,,0,,0,5,,,"7 Days",,1943,,2010,,,5,,,2850,
50.0,1,584,,0,,0,FSMS,,,,15.7,239,50,,30.0,25,9,12,33.26,4.3,,0,,0,5,,,"7 Days",,1943,,2010,,,5,,,2850,
36.4,1,585,,0,,0,FSMS,,,,22.2,239,50,,37.1,25,9,3,34.61,4.3,,0,,0,5,,,"7 Days",,1943,,2011,,,5,,,2850,
35.0,1,586,,0,,0,FSMS,,,,12.8,239,50,,48.6,25,9,7,29.36,3.6,,0,,0,5,,,"7 Days",,1943,,2011,,,5,,,2850,
0.0,1,535,,0,,0,FSMS,,,,0.0,239,50,,0.0,25,9,11,0.0,100.0,,0,,0,5,,,"7 Days",,1943,,2008,,,5,,,0,
20.5,1,536,,0,,0,FSMS,,,,20.3,239,50,,46.7,25,9,1,31.22,12.5,,0,,0,5,,,"7 Days",,1943,,2009,,,5,,,0,
22.9,1,537,,0,,0,FSMS,,,,22.4,239,50,,45.1,25,9,5,31.74,9.6,,0,,0,5,,,"7 Days",,1943,,2009,,,5,,,0,
22.8,1,538,,0,,0,FSMS,,,,14.4,239,50,,52.0,25,9,7,24.87,10.8,,0,,0,5,,,"7 Days",,1943,,2009,,,5,,,0,
23.9,1,539,,0,,0,FSMS,,,,19.9,239,50,,51.1,25,9,10,30.82,5.1,,0,,0,5,,,"7 Days",,1943,,2009,,,5,,,0,
33.7,1,540,,0,,0,FSMS,,,,22.0,239,50,,39.8,25,9,2,34.42,4.5,,0,,0,5,,,"7 Days",,1943,,2010,,,5,,,0,
32.6,1,541,,0,,0,FSMS,,,,25.6,239,50,,37.9,25,9,8,35.95,3.9,,0,,0,5,,,"7 Days",,1943,,2010,,,5,,,0,
27.2,1,542,,0,,0,FSMS,,,,7.1,239,50,,57.3,25,9,12,22.86,8.4,,0,,0,5,,,"7 Days",,1943,,2010,,,5,,,0,
26.0,1,543,,0,,0,FSMS,,,,13.8,239,50,,56.1,25,9,3,26.48,4.1,,0,,0,5,,,"7 Days",,1943,,2011,,,5,,,0,
21.4,1,544,,0,,0,FSMS,,,,5.5,239,50,,67.4,25,9,7,18.34,5.7,,0,,0,5,,,"7 Days",,1943,,2011,,,5,,,0,
20.1,1,545,,0,,0,FSMS,,,,11.0,239,50,,59.1,25,9,3,21.79,9.8,,0,,0,5,,,"7 Days",,1943,,2012,,,5,,,0,
15.2,1,546,,0,,0,FSMS,,,,6.8,239,50,,58.2,25,9,11,15.79,19.8,,0,,0,5,,,"7 Days",,1943,,2012,,,5,,,0,
26.5878877400295,2,841,,0,,0,"WFP VAM Resultats de l’Enquete Approfondie sur la Securite Alimentaire et la Vulnerabilite des Menages Ruraux (CFSVA), 2011",,,,24.0768094534712,105,12,,35.7459379615953,7,9,12,8.06056129985229,13.589364844904,,0,,17068,5,,,"7 Days",,1972,,2010,,,5,,,1385,
10.3890041584441,2,1097,,0,,0,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",,,,9.59371743391216,152,11,,14.8618849432967,5,9,3,3.24546455182045,65.1553934643471,,0,,19307,5,,,"7 Days",,2070,,2011,,,5,,,1888,
4.31475940628964,2,1098,,0,,0,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",,,,25.5150311982724,152,11,,7.4309482727944,5,9,3,4.41310461997421,62.7392611226435,,0,,19308,5,,,"7 Days",,2070,,2011,,,5,,,1888,
5.98137532528833,2,1099,,0,,0,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",,,,25.9395420789305,152,11,,10.9053294593495,5,9,3,4.71943260854678,57.1737531364317,,0,,19309,5,,,"7 Days",,2070,,2011,,,5,,,1888,
8.17012748238883,2,1100,,0,,0,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",,,,6.30536413895522,152,11,,9.76893619917049,5,9,3,2.10096061912505,75.7555721794855,,0,,19310,5,,,"7 Days",,2070,,2011,,,5,,,1888,
10.0315763663765,2,1101,,0,,0,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",,,,9.92974941212756,152,11,,9.23954798563889,5,9,3,3.04254973561794,70.799126235857,,0,,19311,5,,,"7 Days",,2070,,2011,,,5,,,1888,
7.4725892485475,2,1102,,0,,0,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",,,,8.39306542611762,152,11,,12.8902406151164,5,9,3,2.66377389898488,71.2441047102185,,0,,19312,5,,,"7 Days",,2070,,2011,,,5,,,1888,
14.2349972581086,2,1103,,0,,0,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",,,,7.9484738045369,152,11,,25.2375760405804,5,9,3,3.35925540340727,52.5789528967741,,0,,19313,5,,,"7 Days",,2070,,2011,,,5,,,1888,
8.74504732954886,2,1104,,0,,0,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",,,,12.1817465553237,152,11,,13.1267381545182,5,9,3,3.55148487147203,65.9464679606093,,0,,19314,5,,,"7 Days",,2070,,2011,,,5,,,1888,
12.6954793349933,2,1105,,0,,0,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",,,,17.264906994758,152,11,,16.1435141232753,5,9,3,4.64212427625907,53.8960995469734,,0,,19315,5,,,"7 Days",,2070,,2011,,,5,,,1888,
4.0917521714943,2,1107,,0,,0,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",,,,6.22245540977011,152,11,,12.3839618014357,5,9,3,1.80073553397594,77.3018306172999,,0,,19316,5,,,"7 Days",,2070,,2011,,,5,,,1889,
7.06622360979133,2,1108,,0,,0,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",,,,8.29351072322192,152,11,,11.558211715663,5,9,3,2.5960291094992,73.0820539513238,,0,,19317,5,,,"7 Days",,2070,,2011,,,5,,,1889,
11.0449224896995,2,1109,,0,,0,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",,,,12.8776400625044,152,11,,18.1615537704228,5,9,3,3.8270357590892,57.9158836773733,,0,,19318,5,,,"7 Days",,2070,,2011,,,5,,,1889,
