ADM0_ID,ADM5_ID,Methodology,LivelihoodZoneName,ADM4_ID,FCS_borderline,FCS_month,IndicatorTypeID,FCS_dataSource,methodologyID,FCS_year,TargetGroup,ADM3_ID,ADM2_ID,Lz_ID,mr_id,FCS_lowerThreshold,FCS_id,FCS_poor,targetGroupID,FCS_mean,FCS_upperThreshold,FCS_acceptable,ADM1_ID
138,0,"Raised Threshold: 28/42",,0,10.8,3,1,FSMS,7,2012,5,0,0,,1936,0,1817,0.4,5,63.538,0,88.8,1749
138,0,"Raised Threshold: 28/42",,0,12.5,3,1,FSMS,7,2012,7,0,0,,1936,0,1755,0.0,7,65.62,0,87.5,1749
138,0,"Raised Threshold: 28/42",,0,9.6,3,1,FSMS,7,2012,8,0,0,,1936,0,1756,0.7,8,62.05,0,89.7,1749
138,0,"Raised Threshold: 28/42",,0,5.8,9,1,FSMS,7,2012,7,0,0,,1936,0,1757,0.5,7,73.17,0,93.7,1749
138,0,"Raised Threshold: 28/42",,0,3.3,9,1,FSMS,7,2012,8,0,0,,1936,0,1758,4.9,8,71.25,0,91.8,1749
138,0,"Raised Threshold: 28/42",,0,5.2,9,1,FSMS,7,2012,5,0,0,,1936,0,1818,1.6,5,72.71,0,93.2,1749
138,0,"Raised Threshold: 28/42",,0,7.6,8,1,FSMS,7,2010,7,0,0,,1936,0,1799,2.0,7,62.2,0,90.4,1750
138,0,"Raised Threshold: 28/42",,0,5.8,8,1,FSMS,7,2010,8,0,0,,1936,0,1800,0.0,8,64.4,0,94.2,1750
138,0,"Raised Threshold: 28/42",,0,7.2,8,1,FSMS,7,2010,5,0,0,,1936,0,1839,1.6,5,62.658,0,91.2,1750
138,0,"Raised Threshold: 28/42",,0,16.5,3,1,FSMS,7,2011,5,0,0,,1936,0,1840,9.5,5,58.84,0,74.0,1750
138,0,"Raised Threshold: 28/42",,0,15.9,3,1,FSMS,7,2011,7,0,0,,1936,0,1801,8.3,7,60.46,0,75.8,1750
138,0,"Raised Threshold: 28/42",,0,18.6,3,1,FSMS,7,2011,8,0,0,,1936,0,1802,14.0,8,52.92,0,67.4,1750
138,0,"Raised Threshold: 28/42",,0,7.9,8,1,FSMS,7,2011,7,0,0,,1936,0,1803,0.0,7,69.7,0,92.1,1750
138,0,"Raised Threshold: 28/42",,0,8.3,8,1,FSMS,7,2011,8,0,0,,1936,0,1804,0.0,8,76.99,0,91.7,1750
138,0,"Raised Threshold: 28/42",,0,8.0,8,1,FSMS,7,2011,5,0,0,,1936,0,1841,0.0,5,71.4525,0,92.0,1750
138,0,"Raised Threshold: 28/42",,0,10.4,3,1,FSMS,7,2012,5,0,0,,1936,0,1842,3.2,5,65.702,0,86.4,1750
138,0,"Raised Threshold: 28/42",,0,11.5,3,1,FSMS,7,2012,7,0,0,,1936,0,1805,2.0,7,64.83,0,86.5,1750
138,0,"Raised Threshold: 28/42",,0,6.9,3,1,FSMS,7,2012,8,0,0,,1936,0,1806,6.9,8,68.59,0,86.2,1750
138,0,"Raised Threshold: 28/42",,0,17.0,9,1,FSMS,7,2012,7,0,0,,1936,0,1807,0.5,7,65.87,0,82.5,1750
138,0,"Raised Threshold: 28/42",,0,25.0,9,1,FSMS,7,2012,8,0,0,,1936,0,1808,7.1,8,59.21,0,67.9,1750
138,0,"Raised Threshold: 28/42",,0,18.8,9,1,FSMS,7,2012,5,0,0,,1936,0,1843,2.0,5,64.38,0,79.2,1750
138,0,"Raised Threshold: 28/42",,0,1.5,8,1,FSMS,7,2010,7,0,0,,1936,0,1769,0.0,7,83.19,0,98.5,1751
138,0,"Raised Threshold: 28/42",,0,6.0,8,1,FSMS,7,2010,8,0,0,,1936,0,1770,0.0,8,75.25,0,94.0,1751
138,0,"Raised Threshold: 28/42",,0,2.4,8,1,FSMS,7,2010,5,0,0,,1936,0,1824,0.0,5,81.602,0,97.6,1751
138,0,"Raised Threshold: 28/42",,0,36.8,3,1,FSMS,7,2011,5,0,0,,1936,0,1825,8.8,5,49.138,0,54.4,1751
138,0,"Raised Threshold: 28/42",,0,34.7,3,1,FSMS,7,2011,7,0,0,,1936,0,1771,8.9,7,50.11,0,56.4,1751
138,0,"Raised Threshold: 28/42",,0,43.3,3,1,FSMS,7,2011,8,0,0,,1936,0,1772,8.3,8,46.05,0,48.4,1751
138,0,"Raised Threshold: 28/42",,0,3.5,8,1,FSMS,7,2011,7,0,0,,1936,0,1773,0.0,7,70.29,0,96.5,1751
138,0,"Raised Threshold: 28/42",,0,4.0,8,1,FSMS,7,2011,8,0,0,,1936,0,1774,0.0,8,70.57,0,96.0,1751
138,0,"Raised Threshold: 28/42",,0,3.6,8,1,FSMS,7,2011,5,0,0,,1936,0,1826,0.0,5,70.35,0,96.4,1751
138,0,"Raised Threshold: 28/42",,0,11.2,3,1,FSMS,7,2012,5,0,0,,1936,0,1827,9.6,5,63.118,0,79.2,1751
138,0,"Raised Threshold: 28/42",,0,11.6,3,1,FSMS,7,2012,7,0,0,,1936,0,1775,9.5,7,63.83,0,78.9,1751
138,0,"Raised Threshold: 28/42",,0,9.8,3,1,FSMS,7,2012,8,0,0,,1936,0,1776,9.8,8,60.32,0,80.4,1751
138,0,"Raised Threshold: 28/42",,0,2.4,9,1,FSMS,7,2012,7,0,0,,1936,0,1777,0.0,7,76.77,0,97.6,1751
138,0,"Raised Threshold: 28/42",,0,2.6,9,1,FSMS,7,2012,8,0,0,,1936,0,1778,0.0,8,76.0,0,97.4,1751
138,0,"Raised Threshold: 28/42",,0,2.4,9,1,FSMS,7,2012,5,0,0,,1936,0,1828,0.0,5,76.65,0,97.6,1751
138,0,"Raised Threshold: 28/42",,0,8.5,8,1,FSMS,7,2010,7,0,0,,1936,0,1759,6.4,7,70.12,0,85.1,1752
138,0,"Raised Threshold: 28/42",,0,9.7,8,1,FSMS,7,2010,8,0,0,,1936,0,1760,11.3,8,63.44,0,79.0,1752
138,0,"Raised Threshold: 28/42",,0,8.8,8,1,FSMS,7,2010,5,0,0,,1936,0,1819,7.6,5,68.464,0,83.6,1752
138,0,"Raised Threshold: 28/42",,0,10.4,3,1,FSMS,7,2011,5,0,0,,1936,0,1820,6.8,5,66.15,0,82.8,1752
138,0,"Raised Threshold: 28/42",,0,10.3,3,1,FSMS,7,2011,7,0,0,,1936,0,1761,8.0,7,65.14,0,81.7,1752
138,0,"Raised Threshold: 28/42",,0,10.5,3,1,FSMS,7,2011,8,0,0,,1936,0,1762,3.9,8,68.46,0,85.6,1752
138,0,"Raised Threshold: 28/42",,0,5.2,8,1,FSMS,7,2011,7,0,0,,1936,0,1763,0.6,7,81.27,0,94.2,1752
138,0,"Raised Threshold: 28/42",,0,1.1,8,1,FSMS,7,2011,8,0,0,,1936,0,1764,1.1,8,81.92,0,97.8,1752
138,0,"Raised Threshold: 28/42",,0,3.6,8,1,FSMS,7,2011,5,0,0,,1936,0,1821,0.8,5,81.516,0,95.6,1752
138,0,"Raised Threshold: 28/42",,0,6.4,3,1,FSMS,7,2012,5,0,0,,1936,0,1822,1.6,5,76.674,0,92.0,1752
138,0,"Raised Threshold: 28/42",,0,6.3,3,1,FSMS,7,2012,7,0,0,,1936,0,1765,2.3,7,76.15,0,91.4,1752
138,0,"Raised Threshold: 28/42",,0,6.6,3,1,FSMS,7,2012,8,0,0,,1936,0,1766,0.0,8,77.88,0,93.4,1752
138,0,"Raised Threshold: 28/42",,0,0.9,9,1,FSMS,7,2012,7,0,0,,1936,0,1767,0.5,7,80.83,0,98.6,1752
138,0,"Raised Threshold: 28/42",,0,2.6,9,1,FSMS,7,2012,8,0,0,,1936,0,1768,0.0,8,79.22,0,97.4,1752
138,0,"Raised Threshold: 28/42",,0,1.2,9,1,FSMS,7,2012,5,0,0,,1936,0,1823,0.4,5,80.58,0,98.4,1752
159,0,"Raised Threshold: 28/42",,0,9.51156812339332,6,1,FSMS,7,2009,5,0,0,,1937,0,1683,2.05655526992288,5,68.8367609254499,0,88.4318766066838,2004
159,0,"Raised Threshold: 28/42",,0,10.7843137254902,3,1,FSMS,7,2010,5,0,0,,1937,0,1696,2.45098039215686,5,64.0882352941177,0,86.7647058823529,2004
159,0,"Raised Threshold: 28/42",,0,5.26315789473684,7,1,FSMS,7,2010,5,0,0,,1937,0,1709,14.7368421052632,5,60.9157894736842,0,80.0,2004
159,0,"Raised Threshold: 28/42",,0,3.84615384615385,12,1,FSMS,7,2011,5,0,0,,1937,0,1722,2.77777777777778,5,74.1089743589744,0,93.3760683760684,2004
159,0,"Raised Threshold: 28/42",,0,10.7106076210093,6,1,FSMS,7,2009,5,0,0,,1937,0,1679,15.9629248197734,5,60.1421215242019,0,73.3264675592173,2005
159,0,"Raised Threshold: 28/42",,0,24.5098039215686,3,1,FSMS,7,2010,5,0,0,,1937,0,1692,16.1764705882353,5,50.0857843137255,0,59.3137254901961,2005
159,0,"Raised Threshold: 28/42",,0,22.4390243902439,7,1,FSMS,7,2010,5,0,0,,1937,0,1705,3.90243902439024,5,59.6390243902439,0,73.6585365853659,2005
159,0,"Raised Threshold: 28/42",,0,7.81893004115226,12,1,FSMS,7,2011,5,0,0,,1937,0,1718,3.90946502057613,5,68.5010288065844,0,88.2716049382716,2005
159,0,"Raised Threshold: 28/42",,0,7.13623725671918,6,1,FSMS,7,2009,5,0,0,,1937,0,1681,2.68767377201112,5,75.2970342910101,0,90.1760889712697,2006
159,0,"Raised Threshold: 28/42",,0,9.31372549019608,3,1,FSMS,7,2010,5,0,0,,1937,0,1694,7.35294117647059,5,60.8553921568627,0,83.3333333333333,2006
159,0,"Raised Threshold: 28/42",,0,12.1359223300971,7,1,FSMS,7,2010,5,0,0,,1937,0,1707,3.39805825242718,5,66.5606796116505,0,84.4660194174757,2006
159,0,"Raised Threshold: 28/42",,0,9.55165692007797,12,1,FSMS,7,2011,5,0,0,,1937,0,1720,2.33918128654971,5,65.0389863547758,0,88.1091617933723,2006
159,0,"Raised Threshold: 28/42",,0,6.25,6,1,FSMS,7,2009,5,0,0,,1937,0,1684,0.0,5,75.3576388888889,0,93.75,2007
159,0,"Raised Threshold: 28/42",,0,1.38888888888889,3,1,FSMS,7,2010,5,0,0,,1937,0,1697,0.0,5,73.0902777777778,0,98.6111111111111,2007
159,0,"Raised Threshold: 28/42",,0,0.0,7,1,FSMS,7,2010,5,0,0,,1937,0,1710,0.0,5,84.7777777777778,0,100.0,2007
159,0,"Raised Threshold: 28/42",,0,7.07070707070707,12,1,FSMS,7,2011,5,0,0,,1937,0,1723,3.03030303030303,5,54.1010101010101,0,89.8989898989899,2007
159,0,"Raised Threshold: 28/42",,0,17.0138888888889,6,1,FSMS,7,2009,5,0,0,,1937,0,1680,8.68055555555556,5,63.3877314814815,0,74.3055555555556,2008
159,0,"Raised Threshold: 28/42",,0,10.7843137254902,3,1,FSMS,7,2010,5,0,0,,1937,0,1693,6.86274509803922,5,61.5637254901961,0,82.3529411764706,2008
159,0,"Raised Threshold: 28/42",,0,18.8118811881188,7,1,FSMS,7,2010,5,0,0,,1937,0,1706,10.8910891089109,5,54.0569306930693,0,70.2970297029703,2008
159,0,"Raised Threshold: 28/42",,0,3.77733598409543,12,1,FSMS,7,2011,5,0,0,,1937,0,1719,2.5844930417495,5,66.9294234592446,0,93.6381709741551,2008
159,0,"Raised Threshold: 28/42",,0,7.63052208835341,6,1,FSMS,7,2009,5,0,0,,1937,0,1686,3.6144578313253,5,72.7299196787149,0,88.7550200803213,2009
159,0,"Raised Threshold: 28/42",,0,1.47058823529412,3,1,FSMS,7,2010,5,0,0,,1937,0,1699,3.43137254901961,5,73.7377450980392,0,95.0980392156863,2009
159,0,"Raised Threshold: 28/42",,0,18.1372549019608,7,1,FSMS,7,2010,5,0,0,,1937,0,1712,6.86274509803922,5,56.6274509803922,0,75.0,2009
159,0,"Raised Threshold: 28/42",,0,5.26315789473684,12,1,FSMS,7,2011,5,0,0,,1937,0,1725,1.75438596491228,5,67.3070175438596,0,92.9824561403509,2009
159,0,"Raised Threshold: 28/42",,0,20.5574912891986,6,1,FSMS,7,2009,5,0,0,,1937,0,1677,25.609756097561,5,50.2360627177701,0,53.8327526132404,2010
159,0,"Raised Threshold: 28/42",,0,0.490196078431373,3,1,FSMS,7,2010,5,0,0,,1937,0,1690,0.490196078431373,5,86.7794117647058,0,99.0196078431373,2010
159,0,"Raised Threshold: 28/42",,0,25.3731343283582,7,1,FSMS,7,2010,5,0,0,,1937,0,1703,34.3283582089552,5,42.3830845771144,0,40.2985074626866,2010
159,0,"Raised Threshold: 28/42",,0,0.831353919239905,12,1,FSMS,7,2011,5,0,0,,1937,0,1716,0.475059382422803,5,82.4257719714965,0,98.6935866983373,2010
159,0,"Raised Threshold: 28/42",,0,15.6654888103651,6,1,FSMS,7,2009,5,0,0,,1937,0,1678,6.12485276796231,5,61.2202591283863,0,78.2096584216726,2011
159,0,"Raised Threshold: 28/42",,0,8.33333333333333,3,1,FSMS,7,2010,5,0,0,,1937,0,1691,7.35294117647059,5,57.2083333333334,0,84.3137254901961,2011
159,0,"Raised Threshold: 28/42",,0,26.3959390862944,7,1,FSMS,7,2010,5,0,0,,1937,0,1704,16.751269035533,5,54.5736040609137,0,56.8527918781726,2011
159,0,"Raised Threshold: 28/42",,0,5.28233151183971,12,1,FSMS,7,2011,5,0,0,,1937,0,1717,5.46448087431694,5,61.1648451730419,0,89.2531876138434,2011
159,0,"Raised Threshold: 28/42",,0,0.900900900900901,6,1,FSMS,7,2009,5,0,0,,1937,0,1688,4.5045045045045,5,74.5630630630631,0,94.5945945945946,2012
159,0,"Raised Threshold: 28/42",,0,2.77777777777778,3,1,FSMS,7,2010,5,0,0,,1937,0,1701,0.0,5,76.8472222222222,0,97.2222222222222,2012
159,0,"Raised Threshold: 28/42",,0,2.77777777777778,7,1,FSMS,7,2010,5,0,0,,1937,0,1714,0.0,5,81.3055555555556,0,97.2222222222222,2012
159,0,"Raised Threshold: 28/42",,0,0.0,12,1,FSMS,7,2011,5,0,0,,1937,0,1727,0.0,5,81.060606060606,0,100.0,2012
159,0,"Raised Threshold: 28/42",,0,0.980392156862745,6,1,FSMS,7,2009,5,0,0,,1937,0,1689,0.245098039215686,5,82.9105392156862,0,98.7745098039216,2013
159,0,"Raised Threshold: 28/42",,0,0.0,3,1,FSMS,7,2010,5,0,0,,1937,0,1702,0.0,5,83.9166666666667,0,100.0,2013
159,0,"Raised Threshold: 28/42",,0,3.98406374501992,7,1,FSMS,7,2010,5,0,0,,1937,0,1715,0.199203187250996,5,78.707171314741,0,95.8167330677291,2013
159,0,"Raised Threshold: 28/42",,0,2.08333333333333,12,1,FSMS,7,2011,5,0,0,,1937,0,1728,2.08333333333333,5,78.28125,0,95.8333333333333,2013
159,0,"Raised Threshold: 28/42",,0,13.1111111111111,6,1,FSMS,7,2009,5,0,0,,1937,0,1685,3.11111111111111,5,66.6588888888888,0,83.7777777777778,2014
159,0,"Raised Threshold: 28/42",,0,4.16666666666667,3,1,FSMS,7,2010,5,0,0,,1937,0,1698,0.0,5,75.9027777777778,0,95.8333333333333,2014
159,0,"Raised Threshold: 28/42",,0,17.2413793103448,7,1,FSMS,7,2010,5,0,0,,1937,0,1711,13.3004926108374,5,56.1822660098522,0,69.4581280788177,2014
159,0,"Raised Threshold: 28/42",,0,2.22222222222222,12,1,FSMS,7,2011,5,0,0,,1937,0,1724,0.0,5,67.2333333333333,0,97.7777777777778,2014
159,0,"Raised Threshold: 28/42",,0,4.16666666666667,6,1,FSMS,7,2009,5,0,0,,1937,0,1687,4.16666666666667,5,76.6041666666666,0,91.6666666666667,2015
159,0,"Raised Threshold: 28/42",,0,6.86274509803922,3,1,FSMS,7,2010,5,0,0,,1937,0,1700,6.86274509803922,5,64.8602941176471,0,86.2745098039216,2015
159,0,"Raised Threshold: 28/42",,0,7.89473684210526,7,1,FSMS,7,2010,5,0,0,,1937,0,1713,0.0,5,77.6052631578947,0,92.1052631578947,2015
159,0,"Raised Threshold: 28/42",,0,8.33333333333333,12,1,FSMS,7,2011,5,0,0,,1937,0,1726,1.85185185185185,5,66.6620370370371,0,89.8148148148148,2015
159,0,"Raised Threshold: 28/42",,0,2.75862068965517,6,1,FSMS,7,2009,5,0,0,,1937,0,1682,1.20689655172414,5,73.8827586206896,0,96.0344827586207,2016
159,0,"Raised Threshold: 28/42",,0,4.41176470588235,3,1,FSMS,7,2010,5,0,0,,1937,0,1695,0.980392156862745,5,70.578431372549,0,94.6078431372549,2016
159,0,"Raised Threshold: 28/42",,0,3.43137254901961,7,1,FSMS,7,2010,5,0,0,,1937,0,1708,0.980392156862745,5,75.0294117647059,0,95.5882352941177,2016
159,0,"Raised Threshold: 28/42",,0,2.84237726098191,12,1,FSMS,7,2011,5,0,0,,1937,0,1721,1.55038759689922,5,74.5503875968993,0,95.6072351421189,2016
40764,0,"Raised Threshold: 28/42",,0,16.0,2,1,FSMS,7,2009,16,0,0,,1942,0,1377,11.4,16,59.3,0,72.6,2757
40764,0,"Raised Threshold: 28/42",,0,15.0,2,1,FSMS,7,2009,15,0,0,,1942,0,1378,4.4,15,61.6,0,80.6,2757
40764,0,"Raised Threshold: 28/42",,0,19.9,2,1,FSMS,7,2009,17,0,0,,1942,0,1379,10.8,17,56.0,0,69.3,2757
40764,0,"Raised Threshold: 28/42",,0,33.5,5,1,FSMS,7,2009,16,0,0,,1942,0,1380,14.0,16,47.7,0,52.5,2757
40764,0,"Raised Threshold: 28/42",,0,20.4,5,1,FSMS,7,2009,15,0,0,,1942,0,1381,11.3,15,59.2,0,68.3,2757
40764,0,"Raised Threshold: 28/42",,0,15.5,5,1,FSMS,7,2009,17,0,0,,1942,0,1382,11.7,17,56.1,0,72.8,2757
40764,0,"Raised Threshold: 28/42",,0,41.6,8,1,FSMS,7,2009,16,0,0,,1942,0,1383,11.6,16,46.1,0,46.8,2757
40764,0,"Raised Threshold: 28/42",,0,15.7,8,1,FSMS,7,2009,15,0,0,,1942,0,1384,10.0,15,61.7,0,74.3,2757
40764,0,"Raised Threshold: 28/42",,0,14.9,8,1,FSMS,7,2009,17,0,0,,1942,0,1385,4.1,17,59.5,0,81.0,2757
40764,0,"Raised Threshold: 28/42",,0,37.7,11,1,FSMS,7,2009,16,0,0,,1942,0,1386,2.0,16,48.9,0,60.3,2757
40764,0,"Raised Threshold: 28/42",,0,17.6,11,1,FSMS,7,2009,15,0,0,,1942,0,1387,5.4,15,63.0,0,77.0,2757
40764,0,"Raised Threshold: 28/42",,0,18.9,11,1,FSMS,7,2009,17,0,0,,1942,0,1388,8.0,17,54.9,0,73.1,2757
40764,0,"Raised Threshold: 28/42",,0,19.1,2,1,FSMS,7,2010,16,0,0,,1942,0,1389,8.8,16,59.4,0,72.1,2757
40764,0,"Raised Threshold: 28/42",,0,17.3,2,1,FSMS,7,2010,15,0,0,,1942,0,1390,0.0,15,68.5,0,82.7,2757
40764,0,"Raised Threshold: 28/42",,0,22.6,2,1,FSMS,7,2010,17,0,0,,1942,0,1391,9.6,17,53.2,0,67.8,2757
40764,0,"Raised Threshold: 28/42",,0,27.1,5,1,FSMS,7,2010,16,0,0,,1942,0,1392,4.7,16,54.4,0,68.2,2757
40764,0,"Raised Threshold: 28/42",,0,16.5,5,1,FSMS,7,2010,15,0,0,,1942,0,1393,0.9,15,67.5,0,82.6,2757
40764,0,"Raised Threshold: 28/42",,0,23.6,5,1,FSMS,7,2010,17,0,0,,1942,0,1394,7.6,17,52.6,0,68.8,2757
40764,0,"Raised Threshold: 28/42",,0,19.5,8,1,FSMS,7,2010,16,0,0,,1942,0,1395,5.8,16,54.0,0,74.7,2757
